provider,model,reasoning,agent_id,agent_name,age,traits,infection_level,rep,response,reasoning_text,input_tokens,output_tokens,reasoning_tokens,cost,format_valid
openai,gpt-3.5-turbo,off,50,Amy,60,introverted|agreeable|conscientious|neurotic|closed to experience,2.5,2,yes,You are introverted and prefer to stay at home.,243,17,0,0.000147,True
openai,gpt-3.5-turbo,off,45,Donna,22,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,15,Diana,55,extroverted|antagonistic|unconscientious|neurotic|closed to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,49,Andrew,25,extroverted|antagonistic|conscientious|emotionally stable|closed to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,48,Julio,41,introverted|agreeable|conscientious|emotionally stable|closed to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,51,Teresa,60,introverted|agreeable|unconscientious|emotionally stable|closed to experience,2.5,4,yes,You are introverted and prefer to stay at home.,244,17,0,0.0001475,True
openai,gpt-3.5-turbo,off,2,Rosa,34,introverted|antagonistic|unconscientious|neurotic|closed to experience,2.5,4,yes,You are introverted and prefer to be alone.,244,16,0,0.000146,True
openai,gpt-3.5-turbo,off,53,Joe,53,introverted|agreeable|conscientious|emotionally stable|open to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,50,Amy,60,introverted|agreeable|conscientious|neurotic|closed to experience,2.5,4,yes,You are introverted and prefer to stay at home.,243,17,0,0.000147,True
openai,gpt-3.5-turbo,off,54,Adriana,23,extroverted|agreeable|conscientious|emotionally stable|closed to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,54,Adriana,23,extroverted|agreeable|conscientious|emotionally stable|closed to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,52,Kelly,49,extroverted|antagonistic|conscientious|neurotic|open to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,3,Hector,57,extroverted|agreeable|unconscientious|emotionally stable|closed to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,53,Joe,53,introverted|agreeable|conscientious|emotionally stable|open to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,51,Teresa,60,introverted|agreeable|unconscientious|emotionally stable|closed to experience,2.5,3,yes,You are introverted and prefer to stay at home.,244,17,0,0.0001475,True
openai,gpt-3.5-turbo,off,36,Paula,45,extroverted|agreeable|unconscientious|neurotic|closed to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,40,Nick,44,extroverted|agreeable|unconscientious|neurotic|open to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,20,Lisa,28,introverted|agreeable|conscientious|neurotic|closed to experience,2.5,0,yes,You are introverted and prefer to stay at home.,243,17,0,0.000147,True
openai,gpt-3.5-turbo,off,52,Kelly,49,extroverted|antagonistic|conscientious|neurotic|open to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,55,Anthony,26,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,56,Kim,32,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,42,Alicia,57,introverted|antagonistic|unconscientious|neurotic|open to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,55,Anthony,26,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,56,Kim,32,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,56,Kim,32,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,56,Kim,32,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,44,Patrick,49,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,58,Bill,24,extroverted|agreeable|unconscientious|neurotic|open to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,43,Jose,43,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,19,Michael,38,introverted|antagonistic|conscientious|emotionally stable|open to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,54,Adriana,23,extroverted|agreeable|conscientious|emotionally stable|closed to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,57,Fernando,41,extroverted|antagonistic|unconscientious|neurotic|closed to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,57,Fernando,41,extroverted|antagonistic|unconscientious|neurotic|closed to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,51,Teresa,60,introverted|agreeable|unconscientious|emotionally stable|closed to experience,2.5,0,yes,You are introverted and prefer to stay at home.,244,17,0,0.0001475,True
openai,gpt-3.5-turbo,off,52,Kelly,49,extroverted|antagonistic|conscientious|neurotic|open to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,58,Bill,24,extroverted|agreeable|unconscientious|neurotic|open to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,8,Adam,64,introverted|agreeable|unconscientious|emotionally stable|closed to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,59,Monica,41,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,55,Anthony,26,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,58,Bill,24,extroverted|agreeable|unconscientious|neurotic|open to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,55,Anthony,26,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,59,Monica,41,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,50,Amy,60,introverted|agreeable|conscientious|neurotic|closed to experience,2.5,1,yes,You are introverted and prefer to stay at home.,243,17,0,0.000147,True
openai,gpt-3.5-turbo,off,57,Fernando,41,extroverted|antagonistic|unconscientious|neurotic|closed to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,55,Anthony,26,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,60,Sean,56,introverted|antagonistic|unconscientious|emotionally stable|open to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,25,Brittany,25,introverted|antagonistic|conscientious|emotionally stable|closed to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,59,Monica,41,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,53,Joe,53,introverted|agreeable|conscientious|emotionally stable|open to experience,2.5,1,yes,Concerns about the spread of the Catasat virus in Dewberry Hollow.,243,22,0,0.0001545,True
openai,gpt-3.5-turbo,off,54,Adriana,23,extroverted|agreeable|conscientious|emotionally stable|closed to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,37,Kayla,44,extroverted|antagonistic|conscientious|neurotic|closed to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,60,Sean,56,introverted|antagonistic|unconscientious|emotionally stable|open to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,61,Joel,24,extroverted|agreeable|unconscientious|neurotic|closed to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,52,Kelly,49,extroverted|antagonistic|conscientious|neurotic|open to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,61,Joel,24,extroverted|agreeable|unconscientious|neurotic|closed to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,48,Julio,41,introverted|agreeable|conscientious|emotionally stable|closed to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,56,Kim,32,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,62,Christina,31,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,62,Christina,31,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,59,Monica,41,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,65,Adrian,24,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,58,Bill,24,extroverted|agreeable|unconscientious|neurotic|open to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,61,Joel,24,extroverted|agreeable|unconscientious|neurotic|closed to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,61,Joel,24,extroverted|agreeable|unconscientious|neurotic|closed to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,64,Christopher,43,introverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,64,Christopher,43,introverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,63,Amber,63,extroverted|agreeable|conscientious|emotionally stable|closed to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,39,Cynthia,21,extroverted|agreeable|conscientious|neurotic|closed to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,63,Amber,63,extroverted|agreeable|conscientious|emotionally stable|closed to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,61,Joel,24,extroverted|agreeable|unconscientious|neurotic|closed to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,62,Christina,31,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,7,Sandra,20,introverted|antagonistic|conscientious|neurotic|open to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,54,Adriana,23,extroverted|agreeable|conscientious|emotionally stable|closed to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,64,Christopher,43,introverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,65,Adrian,24,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,51,Teresa,60,introverted|agreeable|unconscientious|emotionally stable|closed to experience,2.5,1,yes,You are introverted and prefer to stay at home.,244,17,0,0.0001475,True
openai,gpt-3.5-turbo,off,57,Fernando,41,extroverted|antagonistic|unconscientious|neurotic|closed to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,65,Adrian,24,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,66,Nancy,62,introverted|agreeable|conscientious|emotionally stable|open to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,14,Sharon,55,introverted|agreeable|unconscientious|neurotic|closed to experience,2.5,2,yes,You are introverted and prefer to stay at home.,244,17,0,0.0001475,True
openai,gpt-3.5-turbo,off,23,Jorge,25,introverted|agreeable|conscientious|neurotic|closed to experience,2.5,1,yes,You are introverted and prefer to stay at home.,243,17,0,0.000147,True
openai,gpt-3.5-turbo,off,68,Ben,56,introverted|agreeable|unconscientious|neurotic|open to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,69,Roberto,46,introverted|agreeable|conscientious|neurotic|closed to experience,2.5,1,yes,You are introverted and prefer to stay at home.,243,17,0,0.000147,True
openai,gpt-3.5-turbo,off,59,Monica,41,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,67,Jasmine,55,introverted|antagonistic|unconscientious|neurotic|open to experience,2.5,2,yes,You are introverted and prefer to be alone.,244,16,0,0.000146,True
openai,gpt-3.5-turbo,off,63,Amber,63,extroverted|agreeable|conscientious|emotionally stable|closed to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,68,Ben,56,introverted|agreeable|unconscientious|neurotic|open to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,9,Sam,39,introverted|agreeable|conscientious|emotionally stable|open to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,8,Adam,64,introverted|agreeable|unconscientious|emotionally stable|closed to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,66,Nancy,62,introverted|agreeable|conscientious|emotionally stable|open to experience,2.5,3,yes,Concern about the spread of the Catasat virus in Dewberry Hollow.,243,21,0,0.000153,True
openai,gpt-3.5-turbo,off,68,Ben,56,introverted|agreeable|unconscientious|neurotic|open to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,67,Jasmine,55,introverted|antagonistic|unconscientious|neurotic|open to experience,2.5,0,yes,You are introverted and prefer to stay at home.,244,17,0,0.0001475,True
openai,gpt-3.5-turbo,off,69,Roberto,46,introverted|agreeable|conscientious|neurotic|closed to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,62,Christina,31,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,68,Ben,56,introverted|agreeable|unconscientious|neurotic|open to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,65,Adrian,24,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,18,Mark,43,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,67,Jasmine,55,introverted|antagonistic|unconscientious|neurotic|open to experience,2.5,4,yes,You are introverted and prefer to be alone.,244,16,0,0.000146,True
openai,gpt-3.5-turbo,off,16,John,23,introverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,26,Alejandro,31,extroverted|antagonistic|conscientious|neurotic|open to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,3,Hector,57,extroverted|agreeable|unconscientious|emotionally stable|closed to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,57,Fernando,41,extroverted|antagonistic|unconscientious|neurotic|closed to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,72,Mike,53,extroverted|agreeable|unconscientious|neurotic|open to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,8,Adam,64,introverted|agreeable|unconscientious|emotionally stable|closed to experience,2.5,1,yes,Concerns about the Catasat virus spreading in Dewberry Hollow.,244,20,0,0.000152,True
openai,gpt-3.5-turbo,off,60,Sean,56,introverted|antagonistic|unconscientious|emotionally stable|open to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,67,Jasmine,55,introverted|antagonistic|unconscientious|neurotic|open to experience,2.5,1,yes,You are introverted and prefer to be alone.,244,16,0,0.000146,True
openai,gpt-3.5-turbo,off,23,Jorge,25,introverted|agreeable|conscientious|neurotic|closed to experience,2.5,0,yes,You are introverted and prefer to stay at home.,243,17,0,0.000147,True
openai,gpt-3.5-turbo,off,63,Amber,63,extroverted|agreeable|conscientious|emotionally stable|closed to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,2,Rosa,34,introverted|antagonistic|unconscientious|neurotic|closed to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,70,Juan,35,introverted|antagonistic|unconscientious|emotionally stable|open to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,71,William,59,extroverted|antagonistic|conscientious|neurotic|closed to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,70,Juan,35,introverted|antagonistic|unconscientious|emotionally stable|open to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,70,Juan,35,introverted|antagonistic|unconscientious|emotionally stable|open to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,26,Alejandro,31,extroverted|antagonistic|conscientious|neurotic|open to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,58,Bill,24,extroverted|agreeable|unconscientious|neurotic|open to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,66,Nancy,62,introverted|agreeable|conscientious|emotionally stable|open to experience,2.5,1,yes,Concern about the spread of the Catasat virus in Dewberry Hollow.,243,21,0,0.000153,True
openai,gpt-3.5-turbo,off,72,Mike,53,extroverted|agreeable|unconscientious|neurotic|open to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,69,Roberto,46,introverted|agreeable|conscientious|neurotic|closed to experience,2.5,2,yes,You are introverted and prefer to stay at home.,243,17,0,0.000147,True
openai,gpt-3.5-turbo,off,8,Adam,64,introverted|agreeable|unconscientious|emotionally stable|closed to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,64,Christopher,43,introverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,68,Ben,56,introverted|agreeable|unconscientious|neurotic|open to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,69,Roberto,46,introverted|agreeable|conscientious|neurotic|closed to experience,2.5,3,yes,You are introverted and prefer to stay at home.,243,17,0,0.000147,True
openai,gpt-3.5-turbo,off,73,Jessica,21,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,69,Roberto,46,introverted|agreeable|conscientious|neurotic|closed to experience,2.5,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,71,William,59,extroverted|antagonistic|conscientious|neurotic|closed to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,72,Mike,53,extroverted|agreeable|unconscientious|neurotic|open to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,62,Christina,31,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,71,William,59,extroverted|antagonistic|conscientious|neurotic|closed to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,73,Jessica,21,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,72,Mike,53,extroverted|agreeable|unconscientious|neurotic|open to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,60,Sean,56,introverted|antagonistic|unconscientious|emotionally stable|open to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,70,Juan,35,introverted|antagonistic|unconscientious|emotionally stable|open to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,70,Juan,35,introverted|antagonistic|unconscientious|emotionally stable|open to experience,2.5,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,26,Alejandro,31,extroverted|antagonistic|conscientious|neurotic|open to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,65,Adrian,24,extroverted|agreeable|unconscientious|emotionally stable|open to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,76,Raul,19,extroverted|agreeable|unconscientious|neurotic|open to experience,2.5,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,246,19,0,0.0001515,True
openai,gpt-3.5-turbo,off,74,Lori,32,extroverted|antagonistic|conscientious|neurotic|open to experience,2.5,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,74,Lori,32,extroverted|antagonistic|conscientious|neurotic|open to experience,2.5,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
